,condition,prob
1751,URL_Q=0,0.99
1752,URL_Q=0,0.95
1753,URL_Q=0,0.95
1754,URL_Q=0,1.0
1755,URL_Q=0,1.0
1756,URL_Q=0,0.9
1757,URL_Q=0,0.1
1758,URL_Q=0,0.95
1759,URL_Q=0,1.0
1760,URL_Q=0,1.0
1761,URL_Q=0,0.9
1762,URL_Q=0,0.95
1763,URL_Q=0,0.9
1764,URL_Q=0,0.99
1765,URL_Q=0,0.95
1766,URL_Q=0,0.85
1767,URL_Q=0,0.99
1768,URL_Q=0,0.95
1769,URL_Q=0,0.1
1770,URL_Q=0,0.95
1771,URL_Q=0,0.95
1772,URL_Q=0,0.1
1773,URL_Q=0,1.0
1774,URL_Q=0,0.85
1775,URL_Q=0,0.85
1776,URL_Q=0,0.85
1777,URL_Q=0,0.95
1778,URL_Q=0,0.95
1779,URL_Q=0,0.85
1780,URL_Q=0,0.99
1781,URL_Q=0,0.95
1782,URL_Q=0,0.99
1783,URL_Q=0,0.95
1784,URL_Q=0,0.99
1785,URL_Q=0,0.1
1786,URL_Q=0,0.1
1787,URL_Q=0,0.1
1788,URL_Q=0,0.85
1789,URL_Q=0,0.99
1790,URL_Q=0,0.85
1791,URL_Q=0,0.85
1792,URL_Q=0,0.95
1793,URL_Q=0,0.95
1794,URL_Q=0,0.99
1795,URL_Q=0,0.99
1796,URL_Q=0,0.85
1797,URL_Q=0,0.85
1798,URL_Q=0,0.85
1799,URL_Q=0,0.2
1800,URL_Q=0,0.95
1801,URL_Q=0,0.95
1802,URL_Q=0,0.95
1803,URL_Q=0,0.1
1804,URL_Q=0,0.95
1805,URL_Q=0,0.95
1806,URL_Q=0,0.85
1807,URL_Q=0,0.85
1808,URL_Q=0,0.99
1809,URL_Q=0,0.99
1810,URL_Q=0,0.95
1811,URL_Q=0,0.95
1812,URL_Q=0,0.99
1813,URL_Q=0,1.0
1814,URL_Q=0,0.9
1815,URL_Q=0,0.85
1816,URL_Q=0,0.95
1817,URL_Q=0,0.99
1818,URL_Q=0,0.95
1819,URL_Q=0,0.05
1820,URL_Q=0,0.85
1821,URL_Q=0,0.85
1822,URL_Q=0,0.95
1823,URL_Q=0,0.95
1824,URL_Q=0,0.95
1825,URL_Q=0,0.95
1826,URL_Q=0,0.99
1827,URL_Q=0,0.85
1828,URL_Q=0,0.95
1829,URL_Q=0,0.85
1830,URL_Q=0,0.99
1831,URL_Q=0,1.0
1832,URL_Q=0,0.95
1833,URL_Q=0,0.95
1834,URL_Q=0,0.95
1835,URL_Q=0,1.0
1836,URL_Q=0,0.99
1837,URL_Q=0,0.05
1838,URL_Q=0,1.0
1839,URL_Q=0,0.1
1840,URL_Q=0,0.85
1841,URL_Q=0,0.85
1842,URL_Q=0,0.05
1843,URL_Q=0,0.1
1844,URL_Q=0,0.9
1845,URL_Q=0,0.85
1846,URL_Q=0,0.95
1847,URL_Q=0,1.0
1848,URL_Q=0,0.95
1849,URL_Q=0,0.95
1850,URL_Q=0,0.95
1851,URL_Q=0,0.95
1852,URL_Q=0,0.95
1853,URL_Q=0,0.95
1854,URL_Q=0,0.05
1855,URL_Q=0,0.9
1856,URL_Q=0,1.0
1857,URL_Q=0,0.1
1858,URL_Q=0,0.95
1859,URL_Q=0,0.95
1860,URL_Q=0,0.95
1861,URL_Q=0,0.95
1862,URL_Q=0,0.99
1863,URL_Q=0,1.0
1864,URL_Q=0,0.95
1865,URL_Q=0,0.95
1866,URL_Q=0,0.95
1867,URL_Q=0,0.95
1868,URL_Q=0,0.99
1869,URL_Q=0,0.99
1870,URL_Q=0,1.0
1871,URL_Q=0,0.95
1872,URL_Q=0,0.95
1873,URL_Q=0,0.95
1874,URL_Q=0,0.95
1875,URL_Q=0,0.95
1876,URL_Q=0,0.95
1877,URL_Q=0,0.95
1878,URL_Q=0,0.95
1879,URL_Q=0,0.85
1880,URL_Q=0,0.95
1881,URL_Q=0,0.85
1882,URL_Q=0,0.85
1883,URL_Q=0,0.9
1884,URL_Q=0,0.95
1885,URL_Q=0,0.95
1886,URL_Q=0,0.85
1887,URL_Q=0,0.95
1888,URL_Q=0,0.95
1889,URL_Q=0,1.0
1890,URL_Q=0,1.0
1891,URL_Q=0,0.95
1892,URL_Q=0,1.0
1893,URL_Q=0,0.85
1894,URL_Q=0,0.85
1895,URL_Q=0,0.95
1896,URL_Q=0,0.95
1897,URL_Q=0,0.95
1898,URL_Q=0,0.95
1899,URL_Q=0,0.95
1900,URL_Q=0,0.9
1901,URL_Q=0,1.0
1902,URL_Q=0,1.0
1903,URL_Q=0,0.99
1904,URL_Q=0,0.9
1905,URL_Q=0,0.95
1906,URL_Q=0,0.85
1907,URL_Q=0,0.85
1908,URL_Q=0,0.1
1909,URL_Q=0,0.99
1910,URL_Q=0,0.1
1911,URL_Q=0,0.95
1912,URL_Q=0,1.0
1913,URL_Q=0,0.99
1914,URL_Q=0,0.95
1915,URL_Q=0,0.95
1916,URL_Q=0,0.95
1917,URL_Q=0,1.0
1918,URL_Q=0,0.99
1919,URL_Q=0,0.95
1920,URL_Q=0,0.05
1921,URL_Q=0,0.9
1922,URL_Q=0,0.1
1923,URL_Q=0,0.1
1924,URL_Q=0,0.85
1925,URL_Q=0,0.85
1926,URL_Q=0,0.85
1927,URL_Q=0,0.05
1928,URL_Q=0,0.85
1929,URL_Q=0,0.85
1930,URL_Q=0,0.95
1931,URL_Q=0,0.95
1932,URL_Q=0,0.85
1933,URL_Q=0,0.85
1934,URL_Q=0,0.9
1935,URL_Q=0,0.1
1936,URL_Q=0,0.85
1937,URL_Q=0,0.85
1938,URL_Q=0,0.7
1939,URL_Q=0,0.85
1940,URL_Q=0,0.1
1941,URL_Q=0,0.85
1942,URL_Q=0,0.1
1943,URL_Q=0,0.95
1944,URL_Q=0,0.95
1945,URL_Q=0,0.95
1946,URL_Q=0,0.95
1947,URL_Q=0,0.95
1948,URL_Q=0,0.85
1949,URL_Q=0,0.85
1950,URL_Q=0,0.95
1951,URL_Q=0,0.85
1952,URL_Q=0,0.85
1953,URL_Q=0,0.85
1954,URL_Q=0,0.85
1955,URL_Q=0,0.85
1956,URL_Q=0,0.9
1957,URL_Q=0,0.95
1958,URL_Q=0,0.85
1959,URL_Q=0,0.95
1960,URL_Q=0,0.95
1961,URL_Q=0,0.85
1962,URL_Q=0,0.05
1963,URL_Q=0,0.95
1964,URL_Q=0,0.99
1965,URL_Q=0,0.95
1966,URL_Q=0,0.99
1967,URL_Q=0,0.99
1968,URL_Q=0,0.85
1969,URL_Q=0,0.9
1970,URL_Q=0,0.05
1971,URL_Q=0,0.7
1972,URL_Q=0,0.85
1973,URL_Q=0,0.9
1974,URL_Q=0,1.0
1975,URL_Q=0,0.05
1976,URL_Q=0,0.05
1977,URL_Q=0,0.05
1978,URL_Q=0,0.05
1979,URL_Q=0,0.05
1980,URL_Q=0,0.05
1981,URL_Q=0,0.05
1982,URL_Q=0,0.05
1983,URL_Q=0,0.05
1984,URL_Q=0,0.0
1985,URL_Q=0,0.05
1986,URL_Q=0,0.05
1987,URL_Q=0,0.05
1988,URL_Q=0,0.05
1989,URL_Q=0,0.05
1990,URL_Q=0,0.05
1991,URL_Q=0,0.05
1992,URL_Q=0,0.05
1993,URL_Q=0,0.05
1994,URL_Q=0,0.05
1995,URL_Q=0,0.05
1996,URL_Q=0,0.05
1997,URL_Q=0,0.05
1998,URL_Q=0,0.05
1999,URL_Q=0,0.05
2000,URL_Q=0,0.95
2001,URL_Q=0,0.85
2002,URL_Q=0,0.95
2003,URL_Q=0,0.85
2004,URL_Q=0,0.95
2005,URL_Q=0,0.85
2006,URL_Q=0,0.99
2007,URL_Q=0,0.95
2008,URL_Q=0,0.85
2009,URL_Q=0,0.85
2010,URL_Q=0,0.95
2011,URL_Q=0,0.99
2012,URL_Q=0,0.99
2013,URL_Q=0,1.0
2014,URL_Q=0,0.99
2015,URL_Q=0,0.1
2016,URL_Q=0,0.95
2017,URL_Q=0,0.95
2018,URL_Q=0,0.95
2019,URL_Q=0,0.95
2020,URL_Q=0,0.9
2021,URL_Q=0,0.95
2022,URL_Q=0,0.95
2023,URL_Q=0,0.9
2024,URL_Q=0,0.99
2025,URL_Q=0,0.99
2026,URL_Q=0,1.0
2027,URL_Q=0,1.0
2028,URL_Q=0,0.95
2029,URL_Q=0,1.0
2030,URL_Q=0,0.95
2031,URL_Q=0,0.85
2032,URL_Q=0,0.95
2033,URL_Q=0,0.95
2034,URL_Q=0,0.95
2035,URL_Q=0,0.9
2036,URL_Q=0,0.85
2037,URL_Q=0,0.95
2038,URL_Q=0,0.95
2039,URL_Q=0,0.95
2040,URL_Q=0,0.95
2041,URL_Q=0,0.95
2042,URL_Q=0,0.85
2043,URL_Q=0,0.95
2044,URL_Q=0,0.85
2045,URL_Q=0,0.95
2046,URL_Q=0,0.85
2047,URL_Q=0,0.95
2048,URL_Q=0,0.05
2049,URL_Q=0,0.95
2050,URL_Q=0,0.95
2051,URL_Q=0,0.95
2052,URL_Q=0,0.85
2053,URL_Q=0,0.95
2054,URL_Q=0,0.9
2055,URL_Q=0,0.85
2056,URL_Q=0,0.85
2057,URL_Q=0,1.0
2058,URL_Q=0,0.95
2059,URL_Q=0,0.85
2060,URL_Q=0,0.95
2061,URL_Q=0,0.95
2062,URL_Q=0,0.95
2063,URL_Q=0,0.85
2064,URL_Q=0,0.85
2065,URL_Q=0,0.85
2066,URL_Q=0,0.9
2067,URL_Q=0,0.1
2068,URL_Q=0,0.85
2069,URL_Q=0,0.9
2070,URL_Q=0,0.95
2071,URL_Q=0,0.85
2072,URL_Q=0,0.85
2073,URL_Q=0,0.95
2074,URL_Q=0,0.85
2075,URL_Q=0,0.95
2076,URL_Q=0,1.0
2077,URL_Q=0,1.0
2078,URL_Q=0,0.95
2079,URL_Q=0,0.85
2080,URL_Q=0,0.85
2081,URL_Q=0,0.85
2082,URL_Q=0,0.95
2083,URL_Q=0,0.9
2084,URL_Q=0,0.85
2085,URL_Q=0,0.99
2086,URL_Q=0,0.95
2087,URL_Q=0,0.95
2088,URL_Q=0,1.0
2089,URL_Q=0,0.99
2090,URL_Q=0,0.95
2091,URL_Q=0,0.85
2092,URL_Q=0,0.1
2093,URL_Q=0,0.85
2094,URL_Q=0,0.85
2095,URL_Q=0,0.9
2096,URL_Q=0,0.85
2097,URL_Q=0,0.1
2098,URL_Q=0,0.9
2099,URL_Q=0,0.95
2100,URL_Q=0,0.95
2101,URL_Q=0,0.9
2102,URL_Q=0,0.95
2103,URL_Q=0,0.95
2104,URL_Q=0,0.95
2105,URL_Q=0,1.0
2106,URL_Q=0,0.1
2107,URL_Q=0,0.9
2108,URL_Q=0,0.95
2109,URL_Q=0,0.05
2110,URL_Q=0,0.95
2111,URL_Q=0,0.95
2112,URL_Q=0,1.0
2113,URL_Q=0,0.95
2114,URL_Q=0,0.95
2115,URL_Q=0,0.1
2116,URL_Q=0,0.85
2117,URL_Q=0,0.05
2118,URL_Q=0,0.9
2119,URL_Q=0,0.85
2120,URL_Q=0,0.9
2121,URL_Q=0,0.9
2122,URL_Q=0,0.85
2123,URL_Q=0,0.85
2124,URL_Q=0,0.95
2125,URL_Q=0,0.95
2126,URL_Q=0,1.0
2127,URL_Q=0,0.95
2128,URL_Q=0,1.0
2129,URL_Q=0,0.99
2130,URL_Q=0,0.99
2131,URL_Q=0,0.99
2132,URL_Q=0,0.95
2133,URL_Q=0,0.95
2134,URL_Q=0,0.99
2135,URL_Q=0,0.95
2136,URL_Q=0,1.0
2137,URL_Q=0,0.99
2138,URL_Q=0,1.0
2139,URL_Q=0,1.0
2140,URL_Q=0,0.95
2141,URL_Q=0,0.85
2142,URL_Q=0,0.85
2143,URL_Q=0,0.85
2144,URL_Q=0,0.1
2145,URL_Q=0,0.85
2146,URL_Q=0,0.9
2147,URL_Q=0,0.1
2148,URL_Q=0,0.95
2149,URL_Q=0,0.95
2150,URL_Q=0,0.85
2151,URL_Q=0,0.1
2152,URL_Q=0,0.1
2153,URL_Q=0,0.95
2154,URL_Q=0,0.95
2155,URL_Q=0,0.85
2156,URL_Q=0,0.95
2157,URL_Q=0,0.95
2158,URL_Q=0,0.85
2159,URL_Q=0,0.1
2160,URL_Q=0,0.85
2161,URL_Q=0,0.95
2162,URL_Q=0,0.95
2163,URL_Q=0,1.0
2164,URL_Q=0,0.85
2165,URL_Q=0,0.95
2166,URL_Q=0,0.95
2167,URL_Q=0,0.99
2168,URL_Q=0,0.95
2169,URL_Q=0,0.95
2170,URL_Q=0,0.95
2171,URL_Q=0,1.0
2172,URL_Q=0,0.95
2173,URL_Q=0,0.95
2174,URL_Q=0,0.95
2175,URL_Q=0,0.75
2176,URL_Q=0,0.1
2177,URL_Q=0,0.0
2178,URL_Q=0,0.9
2179,URL_Q=0,0.1
2180,URL_Q=0,0.85
2181,URL_Q=0,0.95
2182,URL_Q=0,1.0
2183,URL_Q=0,1.0
2184,URL_Q=0,0.99
2185,URL_Q=0,1.0
2186,URL_Q=0,0.95
2187,URL_Q=0,0.95
2188,URL_Q=0,0.95
2189,URL_Q=0,0.99
2190,URL_Q=0,1.0
2191,URL_Q=0,0.99
2192,URL_Q=0,1.0
2193,URL_Q=0,0.95
2194,URL_Q=0,0.99
2195,URL_Q=0,1.0
2196,URL_Q=0,1.0
2197,URL_Q=0,0.95
2198,URL_Q=0,1.0
2199,URL_Q=0,0.85
2200,URL_Q=0,0.95
2201,URL_Q=0,1.0
2202,URL_Q=0,1.0
2203,URL_Q=0,0.95
2204,URL_Q=0,0.1
2205,URL_Q=0,0.95
2206,URL_Q=0,0.9
2207,URL_Q=0,1.0
2208,URL_Q=0,0.95
2209,URL_Q=0,0.95
2210,URL_Q=0,0.85
2211,URL_Q=0,0.95
2212,URL_Q=0,0.99
2213,URL_Q=0,0.95
2214,URL_Q=0,0.95
2215,URL_Q=0,1.0
2216,URL_Q=0,1.0
2217,URL_Q=0,0.95
2218,URL_Q=0,0.99
2219,URL_Q=0,0.95
2220,URL_Q=0,0.95
2221,URL_Q=0,0.85
2222,URL_Q=0,0.1
2223,URL_Q=0,0.85
2224,URL_Q=0,0.85
2225,URL_Q=0,0.1
2226,URL_Q=0,0.95
2227,URL_Q=0,0.95
2228,URL_Q=0,0.95
2229,URL_Q=0,0.95
2230,URL_Q=0,0.95
2231,URL_Q=0,0.99
2232,URL_Q=0,0.99
2233,URL_Q=0,0.99
2234,URL_Q=0,0.99
2235,URL_Q=0,0.95
2236,URL_Q=0,1.0
2237,URL_Q=0,0.95
2238,URL_Q=0,0.95
2239,URL_Q=0,0.85
2240,URL_Q=0,0.99
2241,URL_Q=0,0.9
2242,URL_Q=0,0.85
2243,URL_Q=0,0.9
2244,URL_Q=0,0.95
2245,URL_Q=0,0.95
2246,URL_Q=0,0.95
2247,URL_Q=0,0.95
2248,URL_Q=0,0.95
2249,URL_Q=0,0.95
2250,URL_Q=0,0.05
2251,URL_Q=0,0.0
2252,URL_Q=0,0.05
2253,URL_Q=0,0.0
2254,URL_Q=0,0.05
2255,URL_Q=0,0.0
2256,URL_Q=0,0.05
2257,URL_Q=0,0.05
2258,URL_Q=0,0.05
2259,URL_Q=0,0.05
2260,URL_Q=0,0.05
2261,URL_Q=0,0.05
2262,URL_Q=0,0.0
2263,URL_Q=0,0.05
2264,URL_Q=0,0.05
2265,URL_Q=0,0.05
2266,URL_Q=0,0.05
2267,URL_Q=0,0.0
2268,URL_Q=0,0.05
2269,URL_Q=0,0.05
2270,URL_Q=0,0.05
2271,URL_Q=0,0.05
2272,URL_Q=0,0.0
2273,URL_Q=0,0.0
2274,URL_Q=0,0.05
2275,URL_Q=0,0.9
2276,URL_Q=0,0.1
2277,URL_Q=0,0.95
2278,URL_Q=0,0.85
2279,URL_Q=0,1.0
2280,URL_Q=0,0.95
2281,URL_Q=0,0.85
2282,URL_Q=0,0.85
2283,URL_Q=0,1.0
2284,URL_Q=0,1.0
2285,URL_Q=0,1.0
2286,URL_Q=0,0.05
2287,URL_Q=0,0.95
2288,URL_Q=0,0.85
2289,URL_Q=0,0.95
2290,URL_Q=0,0.95
2291,URL_Q=0,0.95
2292,URL_Q=0,0.99
2293,URL_Q=0,1.0
2294,URL_Q=0,0.95
2295,URL_Q=0,0.95
2296,URL_Q=0,0.95
2297,URL_Q=0,0.95
2298,URL_Q=0,0.99
2299,URL_Q=0,0.95
2300,URL_Q=0,1.0
2301,URL_Q=0,0.95
2302,URL_Q=0,0.95
2303,URL_Q=0,1.0
2304,URL_Q=0,0.95
2305,URL_Q=0,0.95
2306,URL_Q=0,0.95
2307,URL_Q=0,0.95
2308,URL_Q=0,1.0
2309,URL_Q=0,0.95
2310,URL_Q=0,0.95
2311,URL_Q=0,0.99
2312,URL_Q=0,1.0
2313,URL_Q=0,1.0
2314,URL_Q=0,0.95
2315,URL_Q=0,0.95
2316,URL_Q=0,0.95
2317,URL_Q=0,1.0
2318,URL_Q=0,0.1
2319,URL_Q=0,0.95
2320,URL_Q=0,0.85
2321,URL_Q=0,0.85
2322,URL_Q=0,0.05
2323,URL_Q=0,0.05
2324,URL_Q=0,0.85
2325,URL_Q=0,0.05
2326,URL_Q=0,0.85
2327,URL_Q=0,0.9
2328,URL_Q=0,0.1
2329,URL_Q=0,0.85
2330,URL_Q=0,1.0
2331,URL_Q=0,0.1
2332,URL_Q=0,0.1
2333,URL_Q=0,0.05
2334,URL_Q=0,0.9
2335,URL_Q=0,0.1
2336,URL_Q=0,0.85
2337,URL_Q=0,0.85
2338,URL_Q=0,0.8
2339,URL_Q=0,0.85
2340,URL_Q=0,0.95
2341,URL_Q=0,0.85
2342,URL_Q=0,0.85
2343,URL_Q=0,0.95
2344,URL_Q=0,0.85
2345,URL_Q=0,0.85
2346,URL_Q=0,0.95
2347,URL_Q=0,0.99
2348,URL_Q=0,1.0
2349,URL_Q=0,1.0
2350,URL_Q=0,0.95
2351,URL_Q=0,0.99
2352,URL_Q=0,0.95
2353,URL_Q=0,0.95
2354,URL_Q=0,0.95
2355,URL_Q=0,0.75
2356,URL_Q=0,0.85
2357,URL_Q=0,1.0
2358,URL_Q=0,0.85
2359,URL_Q=0,0.85
2360,URL_Q=0,0.85
2361,URL_Q=0,0.85
2362,URL_Q=0,0.95
2363,URL_Q=0,0.1
2364,URL_Q=0,0.9
2365,URL_Q=0,0.95
2366,URL_Q=0,0.85
2367,URL_Q=0,0.85
2368,URL_Q=0,0.9
2369,URL_Q=0,0.95
2370,URL_Q=0,0.95
2371,URL_Q=0,1.0
2372,URL_Q=0,1.0
2373,URL_Q=0,0.05
2374,URL_Q=0,0.85
2375,URL_Q=0,0.99
2376,URL_Q=0,1.0
2377,URL_Q=0,0.99
2378,URL_Q=0,0.95
2379,URL_Q=0,0.95
2380,URL_Q=0,0.85
2381,URL_Q=0,0.95
2382,URL_Q=0,0.85
2383,URL_Q=0,0.1
2384,URL_Q=0,0.9
2385,URL_Q=0,0.85
2386,URL_Q=0,0.85
2387,URL_Q=0,0.85
2388,URL_Q=0,0.85
2389,URL_Q=0,0.85
2390,URL_Q=0,0.1
2391,URL_Q=0,0.95
2392,URL_Q=0,0.85
2393,URL_Q=0,0.95
2394,URL_Q=0,0.95
2395,URL_Q=0,0.1
2396,URL_Q=0,0.95
2397,URL_Q=0,0.95
2398,URL_Q=0,0.99
2399,URL_Q=0,0.99
2400,URL_Q=0,0.9
2401,URL_Q=0,0.95
2402,URL_Q=0,0.95
2403,URL_Q=0,0.95
2404,URL_Q=0,0.9
2405,URL_Q=0,0.1
2406,URL_Q=0,0.95
2407,URL_Q=0,0.95
2408,URL_Q=0,0.85
2409,URL_Q=0,0.9
2410,URL_Q=0,0.85
2411,URL_Q=0,0.1
2412,URL_Q=0,0.05
2413,URL_Q=0,0.85
2414,URL_Q=0,0.95
2415,URL_Q=0,0.9
2416,URL_Q=0,0.95
2417,URL_Q=0,0.95
2418,URL_Q=0,0.85
2419,URL_Q=0,0.95
2420,URL_Q=0,0.95
2421,URL_Q=0,0.85
2422,URL_Q=0,0.1
2423,URL_Q=0,0.85
2424,URL_Q=0,0.9
2425,URL_Q=0,0.95
2426,URL_Q=0,0.95
2427,URL_Q=0,0.95
2428,URL_Q=0,0.85
2429,URL_Q=0,0.95
2430,URL_Q=0,0.85
2431,URL_Q=0,0.1
2432,URL_Q=0,0.85
2433,URL_Q=0,0.99
2434,URL_Q=0,0.95
2435,URL_Q=0,0.99
2436,URL_Q=0,0.9
2437,URL_Q=0,0.95
2438,URL_Q=0,0.99
2439,URL_Q=0,0.85
2440,URL_Q=0,0.95
2441,URL_Q=0,0.95
2442,URL_Q=0,0.85
2443,URL_Q=0,0.85
2444,URL_Q=0,0.95
2445,URL_Q=0,0.95
2446,URL_Q=0,0.95
2447,URL_Q=0,0.9
2448,URL_Q=0,0.1
2449,URL_Q=0,0.95
2450,URL_Q=0,0.95
2451,URL_Q=0,0.85
2452,URL_Q=0,1.0
2453,URL_Q=0,1.0
2454,URL_Q=0,1.0
2455,URL_Q=0,1.0
2456,URL_Q=0,0.95
2457,URL_Q=0,1.0
2458,URL_Q=0,0.99
2459,URL_Q=0,1.0
2460,URL_Q=0,0.95
2461,URL_Q=0,0.95
2462,URL_Q=0,0.95
2463,URL_Q=0,0.95
2464,URL_Q=0,0.85
2465,URL_Q=0,0.85
2466,URL_Q=0,0.99
2467,URL_Q=0,0.95
2468,URL_Q=0,1.0
2469,URL_Q=0,1.0
2470,URL_Q=0,0.95
2471,URL_Q=0,0.95
2472,URL_Q=0,0.9
2473,URL_Q=0,0.95
2474,URL_Q=0,0.85
2475,URL_Q=0,0.95
2476,URL_Q=0,0.95
2477,URL_Q=0,0.99
2478,URL_Q=0,0.99
2479,URL_Q=0,0.95
2480,URL_Q=0,0.95
2481,URL_Q=0,0.1
2482,URL_Q=0,0.85
2483,URL_Q=0,0.95
2484,URL_Q=0,0.95
2485,URL_Q=0,0.95
2486,URL_Q=0,0.95
2487,URL_Q=0,1.0
2488,URL_Q=0,1.0
2489,URL_Q=0,0.85
2490,URL_Q=0,0.95
2491,URL_Q=0,0.95
2492,URL_Q=0,0.1
2493,URL_Q=0,0.85
2494,URL_Q=0,0.95
2495,URL_Q=0,0.05
2496,URL_Q=0,0.85
2497,URL_Q=0,0.1
2498,URL_Q=0,1.0
2499,URL_Q=0,0.9
2500,URL_Q=0,1.0
2501,URL_Q=0,0.85
2502,URL_Q=0,0.95
2503,URL_Q=0,0.9
2504,URL_Q=0,0.95
2505,URL_Q=0,0.95
2506,URL_Q=0,0.95
2507,URL_Q=0,0.99
2508,URL_Q=0,0.95
2509,URL_Q=0,0.99
2510,URL_Q=0,0.95
2511,URL_Q=0,1.0
2512,URL_Q=0,1.0
2513,URL_Q=0,0.95
2514,URL_Q=0,0.95
2515,URL_Q=0,0.95
2516,URL_Q=0,0.95
2517,URL_Q=0,1.0
2518,URL_Q=0,0.99
2519,URL_Q=0,0.95
2520,URL_Q=0,0.85
2521,URL_Q=0,0.9
2522,URL_Q=0,1.0
2523,URL_Q=0,0.95
2524,URL_Q=0,0.99
2525,URL_Q=0,0.0
2526,URL_Q=0,0.05
2527,URL_Q=0,0.05
2528,URL_Q=0,0.05
2529,URL_Q=0,0.05
2530,URL_Q=0,0.05
2531,URL_Q=0,0.05
2532,URL_Q=0,0.05
2533,URL_Q=0,0.05
2534,URL_Q=0,0.05
2535,URL_Q=0,0.05
2536,URL_Q=0,0.05
2537,URL_Q=0,0.05
2538,URL_Q=0,0.05
2539,URL_Q=0,0.05
2540,URL_Q=0,0.05
2541,URL_Q=0,0.1
2542,URL_Q=0,0.0
2543,URL_Q=0,0.05
2544,URL_Q=0,0.05
2545,URL_Q=0,0.05
2546,URL_Q=0,0.0
2547,URL_Q=0,0.0
2548,URL_Q=0,0.05
2549,URL_Q=0,0.05
2550,URL_Q=0,0.95
2551,URL_Q=0,0.85
2552,URL_Q=0,0.1
2553,URL_Q=0,0.95
2554,URL_Q=0,0.9
2555,URL_Q=0,0.95
2556,URL_Q=0,0.1
2557,URL_Q=0,0.95
2558,URL_Q=0,1.0
2559,URL_Q=0,0.99
2560,URL_Q=0,0.95
2561,URL_Q=0,1.0
2562,URL_Q=0,0.95
2563,URL_Q=0,0.95
2564,URL_Q=0,0.9
2565,URL_Q=0,0.95
2566,URL_Q=0,0.85
2567,URL_Q=0,0.9
2568,URL_Q=0,0.85
2569,URL_Q=0,0.85
2570,URL_Q=0,0.85
2571,URL_Q=0,0.9
2572,URL_Q=0,1.0
2573,URL_Q=0,0.99
2574,URL_Q=0,1.0
2575,URL_Q=0,0.95
2576,URL_Q=0,0.95
2577,URL_Q=0,0.95
2578,URL_Q=0,0.85
2579,URL_Q=0,0.9
2580,URL_Q=0,0.85
2581,URL_Q=0,0.85
2582,URL_Q=0,0.85
2583,URL_Q=0,0.95
2584,URL_Q=0,1.0
2585,URL_Q=0,0.95
2586,URL_Q=0,0.1
2587,URL_Q=0,1.0
2588,URL_Q=0,0.99
2589,URL_Q=0,0.9
2590,URL_Q=0,0.9
2591,URL_Q=0,0.1
2592,URL_Q=0,0.95
2593,URL_Q=0,0.95
2594,URL_Q=0,0.95
2595,URL_Q=0,1.0
2596,URL_Q=0,0.95
2597,URL_Q=0,0.99
2598,URL_Q=0,0.95
2599,URL_Q=0,0.95
2600,URL_Q=0,0.95
2601,URL_Q=0,0.95
2602,URL_Q=0,0.85
2603,URL_Q=0,0.95
2604,URL_Q=0,0.85
2605,URL_Q=0,0.95
2606,URL_Q=0,0.1
2607,URL_Q=0,0.95
2608,URL_Q=0,0.95
2609,URL_Q=0,0.95
2610,URL_Q=0,0.95
2611,URL_Q=0,0.95
2612,URL_Q=0,0.99
2613,URL_Q=0,0.99
2614,URL_Q=0,0.95
2615,URL_Q=0,0.85
2616,URL_Q=0,0.85
2617,URL_Q=0,0.95
2618,URL_Q=0,0.95
2619,URL_Q=0,0.95
2620,URL_Q=0,0.95
2621,URL_Q=0,1.0
2622,URL_Q=0,0.99
2623,URL_Q=0,0.99
2624,URL_Q=0,0.95
2625,URL_Q=0,0.1
2626,URL_Q=0,0.95
2627,URL_Q=0,0.95
2628,URL_Q=0,0.85
2629,URL_Q=0,0.85
2630,URL_Q=0,0.1
2631,URL_Q=0,0.85
2632,URL_Q=0,0.95
2633,URL_Q=0,0.95
2634,URL_Q=0,0.95
2635,URL_Q=0,0.85
2636,URL_Q=0,0.99
2637,URL_Q=0,0.99
2638,URL_Q=0,0.99
2639,URL_Q=0,0.99
2640,URL_Q=0,0.05
2641,URL_Q=0,0.95
2642,URL_Q=0,1.0
2643,URL_Q=0,0.95
2644,URL_Q=0,0.05
2645,URL_Q=0,1.0
2646,URL_Q=0,0.95
2647,URL_Q=0,1.0
2648,URL_Q=0,0.85
2649,URL_Q=0,1.0
2650,URL_Q=0,0.85
2651,URL_Q=0,0.85
2652,URL_Q=0,0.85
2653,URL_Q=0,0.9
2654,URL_Q=0,0.95
2655,URL_Q=0,0.85
2656,URL_Q=0,1.0
2657,URL_Q=0,0.95
2658,URL_Q=0,0.95
2659,URL_Q=0,1.0
2660,URL_Q=0,0.95
2661,URL_Q=0,0.85
2662,URL_Q=0,0.85
2663,URL_Q=0,0.9
2664,URL_Q=0,0.1
2665,URL_Q=0,0.85
2666,URL_Q=0,0.85
2667,URL_Q=0,0.9
2668,URL_Q=0,0.85
2669,URL_Q=0,0.95
2670,URL_Q=0,0.95
2671,URL_Q=0,0.95
2672,URL_Q=0,1.0
2673,URL_Q=0,0.85
2674,URL_Q=0,0.99
2675,URL_Q=0,1.0
2676,URL_Q=0,0.95
2677,URL_Q=0,0.95
2678,URL_Q=0,0.95
2679,URL_Q=0,0.9
2680,URL_Q=0,0.2
2681,URL_Q=0,1.0
2682,URL_Q=0,0.95
